"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
7310,"RGLD","Royal Gold, Inc.","-","Basic Materials","Gold","USA",9533.06,39.65,23.67,1.63,15.52,3.21,128.43,23.91,45.22,1.13,1.62,1.12%,40.50%,3.66,1.29,37.26%,26.44%,,24.37%,0.42%,20.86%,27.99%,614.28,240.49,5.61%,-28.57%,65.63,65.51,99.82%,0.34%,-4.92%,86.03%,2.28%,3.39%,7.44,2.22,7.17%,8.30%,8.10%,1.09,1.00,0.00,0.02,59.33%,52.56%,39.15%,-0.07%,0.02%,0.01%,0.02%,0.09%,0.06%,0.41%,0.71%,1.05%,1.77%,5.31%,2.81%,3.89%,19.79%,33.18%,19.88%,0.91,2.86,1.58%,1.93%,2.43%,4.57%,15.20%,-1.79%,15.38%,-1.79%,44.22%,-1.90%,467679.35%,61.28,11/6/2024 4:30:00 PM,6/9/1981,Yes,Yes,30,1.91%,-0.01%,2.25,298.61,0.48,72245,2173,162.27,142.32,142.30,145.00,142.17,145.01,1.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7311,"RGLS","Regulus Therapeutics Inc","RUT","Healthcare","Biotechnology","USA",97.88,,,,,1.00,1.04,,1.50,1.44,,,,-1.26,-0.17,52.24%,-30.87%,50.96%,39.60%,1867.07%,,53.36%,0.00,-35.39,-15.88%,,65.47,52.89,80.79%,19.21%,0.03%,76.39%,30.03%,5.39%,8.01,2.85,-47.90%,-53.55%,-35.80%,18.46,18.46,0.01,0.01,,0.00%,,0.00%,0.00%,0.00%,0.34%,-0.33%,0.00%,-0.20%,0.00%,0.98%,-1.97%,-3.55%,-5.38%,-12.06%,-41.60%,18.65%,16.80%,1.62,0.11,7.00%,7.55%,-6.12%,-6.20%,-19.18%,-20.48%,8.33%,-60.55%,38.43%,-99.95%,96.71%,44.59,8/8/2024 4:30:00 PM,10/4/2012,Yes,Yes,30,-0.33%,-1.32%,1.33,355.77,0.20,35912,238,10.33,1.52,1.50,1.54,1.47,1.50,-1.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7312,"RGNX","Regenxbio Inc","RUT","Healthcare","Biotechnology","USA",497.17,,,,5.58,1.42,1.71,,7.06,5.88,,,,-5.27,-1.12,24.63%,82.53%,,13.60%,72.63%,11.60%,36.74%,89.04,-241.08,18.70%,-2.95%,49.42,44.51,90.06%,9.95%,-2.40%,89.97%,3.03%,11.93%,10.59,5.31,-38.52%,-63.94%,-51.56%,3.53,3.53,0.34,0.46,37.75%,-277.01%,-270.74%,-0.15%,-0.15%,-0.10%,-0.18%,-0.04%,0.00%,0.30%,-0.54%,0.30%,-1.37%,5.23%,-21.04%,-24.25%,-42.51%,-37.48%,-43.96%,1.21,0.60,5.45%,5.58%,-3.90%,-11.85%,-32.28%,-25.37%,10.43%,-65.07%,10.43%,-88.18%,42.29%,42.72,8/1/2024 4:30:00 PM,9/17/2015,Yes,Yes,344,-1.37%,0.00%,1.30,501.53,0.47,119015,1186,37.30,10.20,10.20,10.43,9.94,10.06,-1.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7313,"RGP","Resources Connection Inc","RUT","Industrials","Consulting Services","USA",284.62,23.65,6.33,1.58,0.47,0.70,3.18,12.40,12.17,2.68,1.02,11.99%,90.24%,0.36,0.00,-54.48%,217.32%,-8.68%,15.00%,-1.64%,-19.53%,-286.46%,599.57,12.21,-100.00%,-0.64%,33.56,32.46,96.72%,3.01%,1.34%,89.10%,-3.15%,2.89%,2.21,0.94,2.36%,2.96%,2.86%,2.84,2.84,0.05,0.06,36.83%,4.95%,2.04%,-0.02%,0.04%,-0.02%,-0.02%,-0.02%,0.04%,-0.22%,-0.13%,0.85%,2.70%,2.33%,-14.71%,-22.48%,-24.14%,-38.82%,-39.99%,0.63,0.30,2.04%,3.22%,-5.42%,-11.77%,-25.77%,-24.07%,4.60%,-41.87%,4.60%,-75.56%,69.86%,37.10,10/1/2024 4:30:00 PM,12/15/2000,Yes,Yes,3376,2.70%,0.00%,3.00,425.56,0.62,134322,1525,13.12,8.28,8.28,8.55,8.28,8.50,2.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7314,"RGR","Sturm, Ruger & Co., Inc.","RUT","Industrials","Aerospace & Defense","USA",703.90,22.37,14.55,,1.36,2.21,6.66,41.80,18.90,6.27,0.81,1.94%,46.92%,1.87,0.56,-16.24%,26.43%,-1.27%,,4.53%,-8.43%,-48.34%,519.09,33.03,-38.16%,-4.97%,17.46,16.41,93.99%,2.63%,-0.84%,68.38%,-0.03%,3.20%,4.05,0.53,8.54%,10.09%,10.21%,4.84,3.43,0.01,0.01,22.26%,6.39%,6.36%,0.00%,-0.02%,0.03%,0.05%,0.07%,0.13%,0.17%,0.33%,0.24%,1.21%,1.71%,0.31%,-6.72%,-8.14%,-23.14%,-8.14%,0.15,0.62,1.31%,1.43%,0.44%,0.55%,-3.92%,-2.36%,3.83%,-25.37%,3.83%,-50.62%,2899.70%,53.15,7/31/2024 4:30:00 PM,11/1/1982,Yes,Yes,1820,1.03%,-0.04%,1.00,129.65,0.34,22670,588,51.00,41.34,41.33,41.72,41.21,41.75,0.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7315,"RGS","Regis Corp.","-","Consumer Cyclical","Personal Services","USA",63.65,0.75,,0.09,0.31,1.12,2.17,,24.91,12.80,,,0.00%,37.22,,,,,8.00%,-27.46%,-11.38%,1931.69%,202.98,89.16,,,2.28,1.83,80.26%,19.79%,0.00%,13.02%,-24.70%,2.63%,0.54,0.05,13.12%,888.14%,23.04%,0.41,0.40,5.81,7.03,31.69%,10.57%,43.92%,-0.64%,-0.73%,-0.73%,-0.73%,-0.73%,-0.73%,-0.09%,0.54%,0.87%,-0.41%,11.09%,19.24%,31.17%,370.31%,127.87%,194.13%,2.47,2.05,8.09%,8.26%,5.75%,17.01%,96.38%,-5.07%,60.67%,-21.70%,618.58%,-97.04%,618.58%,58.20,8/28/2024 8:30:00 AM,6/21/1991,No,Yes,275,1.96%,1.19%,1.00,89.21,0.20,9022,167,40.00,26.94,27.26,28.00,27.26,27.80,3.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7316,"RGT","Royce Global Trust Inc","-","Financial","Closed-End Fund - Equity","USA",74.43,6.54,,,,,,,,,0.15,1.28%,9.15%,1.79,,,,,,,,,,,,,6.36,5.15,81.03%,19.03%,0.00%,20.36%,,0.07%,0.59,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.08%,1.08%,1.08%,1.08%,0.83%,1.74%,-0.93%,15.96%,39.07%,20.00%,1.33,0.13,0.69%,0.89%,0.95%,2.12%,7.24%,-1.76%,8.23%,-1.76%,49.23%,-20.57%,149.78%,59.91,,10/9/2013,No,Yes,,0.00%,0.00%,,6.16,0.30,944,8,,11.70,11.70,11.65,11.65,11.70,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7317,"RGTI","Rigetti Computing Inc","RUT","Technology","Computer Hardware","USA",155.61,,,,12.33,1.20,1.55,,0.68,0.53,,,,-0.46,-0.08,30.70%,24.07%,,,17.17%,-7.24%,45.23%,12.62,-67.98,2.78%,-12.46%,191.24,155.14,81.12%,18.88%,-0.68%,23.42%,22.04%,18.40%,8.15,28.55,-41.20%,-56.53%,-51.90%,4.29,4.29,0.07,0.20,6.72%,-528.64%,-538.72%,-0.57%,0.15%,-0.18%,0.49%,0.46%,0.26%,0.66%,-0.38%,2.38%,-3.13%,4.47%,-0.96%,-30.45%,-32.75%,-41.88%,-17.38%,2.29,0.06,6.41%,6.64%,3.83%,-0.99%,-28.88%,-17.25%,23.29%,-65.52%,23.29%,-93.62%,125.97%,51.69,8/8/2024 4:30:00 PM,4/22/2021,Yes,Yes,134,-3.02%,-0.38%,1.00,3503.91,0.55,976016,1929,2.75,0.84,0.84,0.84,0.79,0.81,-3.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7318,"RH","RH","-","Consumer Cyclical","Specialty Retail","USA",6216.30,197.24,27.49,3.75,2.04,,79.36,,-12.70,4.24,,,0.00%,1.71,2.67,-15.69%,111.25%,2.91%,52.56%,5.02%,3.64%,-56.90%,3046.10,34.52,8.05%,0.62%,18.32,15.00,81.88%,18.84%,-1.72%,92.23%,8.56%,12.70%,2.59,1.90,0.80%,29.86%,1.03%,1.18,0.25,,,44.39%,9.04%,1.13%,0.02%,0.07%,-0.05%,0.17%,0.16%,0.23%,0.00%,-0.19%,1.39%,2.07%,4.44%,1.97%,17.55%,38.27%,41.02%,15.40%,2.42,12.53,4.01%,3.44%,0.65%,14.88%,22.96%,-3.97%,44.12%,-5.21%,62.30%,-54.82%,1278.04%,62.85,9/12/2024 4:30:00 PM,11/2/2012,Yes,Yes,5960,2.32%,-0.73%,2.46,736.84,0.41,153874,3983,326.18,331.18,328.75,338.14,327.59,336.38,1.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7319,"RHCB","BNY Mellon Responsible Horizons Corporate Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.78,3.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.46%,-0.99%,5.22%,5.01%,,0.85%,0.45,0.10,0.00%,0.00%,-1.15%,-0.20%,3.10%,-2.04%,2.73%,-2.04%,10.16%,-6.25%,11.49%,38.60,,3/23/2022,No,No,,0.00%,0.00%,,0.08,0.00,0,0,,46.83,46.83,46.83,46.83,46.83,0.00%,,,"Bonds - Corporate","Bonds","Global Bonds","Corporate Governance",,"Active",0.35%,279,23358687,46.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.11,,,,1.66,"U.S. debt fixed-income corporate-bonds ESG investment-grade"
7320,"RHE","Regional Health Properties Inc","-","Healthcare","Medical Care Facilities","USA",3.76,,,,0.22,,1.05,2.77,-10.74,1.88,,,0.00%,-1.55,,,,,,2.57%,-5.94%,-101.69%,17.11,-2.88,,,1.84,1.70,92.39%,10.77%,0.00%,4.38%,1.72%,0.12%,0.03,0.00,-4.53%,-533.71%,-5.83%,,,,,31.28%,-1.89%,-16.82%,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,-1.09%,-1.98%,0.51%,-20.16%,5.25%,-2.94%,-31.96%,-6.60%,-2.40%,0.94,0.15,15.96%,5.22%,5.33%,4.14%,-12.55%,-29.28%,17.17%,-35.61%,46.67%,-97.36%,175.01%,52.86,4/8/2024 8:30:00 AM,12/21/2006,No,Yes,7,-1.74%,1.27%,1.00,70.64,0.16,5862,24,6.50,1.99,2.02,2.08,1.98,1.98,-0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321,"RHI","Robert Half Inc","-","Industrials","Staffing & Employment Services","USA",7166.09,22.92,20.86,4.24,1.20,4.84,13.09,19.61,14.22,5.26,2.00,2.91%,49.54%,3.00,0.62,-34.75%,30.39%,1.65%,5.40%,3.13%,-10.18%,-33.96%,5985.16,314.71,-6.46%,-1.40%,105.21,100.90,95.90%,3.03%,-0.11%,94.80%,11.23%,5.68%,4.50,5.73,10.48%,20.27%,19.09%,1.74,1.74,0.11,0.16,38.61%,5.46%,5.26%,0.01%,0.14%,0.05%,0.18%,0.15%,0.15%,0.46%,0.40%,0.57%,1.48%,3.11%,8.86%,2.17%,-2.60%,-9.03%,-21.67%,1.23,1.26,1.63%,1.89%,2.87%,7.73%,-2.44%,0.24%,16.42%,-22.09%,20.71%,-45.25%,42094.70%,67.92,7/24/2024 4:30:00 PM,3/17/1980,Yes,Yes,132000,1.68%,0.03%,3.36,1274.58,0.25,158957,2297,65.95,67.71,67.73,68.90,67.50,68.86,1.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7322,"RHP","Ryman Hospitality Properties Inc","RUT","Real Estate","REIT - Hotel & Motel","USA",6806.01,21.32,22.98,2.67,2.96,11.96,12.37,12.76,9.50,9.19,4.40,3.87%,71.83%,5.33,0.77,-18.93%,13.78%,0.85%,8.00%,29.88%,21.48%,42.91%,2303.21,327.21,21.06%,2.83%,59.04,58.05,98.32%,3.09%,1.62%,95.93%,1.82%,2.67%,3.22,1.55,6.46%,61.71%,8.05%,,,6.23,6.23,23.32%,21.27%,14.21%,0.02%,0.07%,-0.03%,0.19%,0.11%,0.03%,0.07%,0.44%,0.54%,0.99%,2.65%,12.50%,6.98%,4.42%,35.38%,3.24%,1.67,2.36,1.74%,2.25%,3.45%,8.77%,5.72%,0.05%,21.18%,-7.56%,38.77%,-7.56%,2819.85%,67.15,11/4/2024 4:30:00 PM,10/24/1991,Yes,Yes,1471,1.55%,0.46%,1.33,481.82,0.40,96739,1780,123.67,111.38,111.89,113.73,111.96,113.62,2.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7323,"RHRX","RH Tactical Rotation ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.38%,0.38%,0.38%,0.38%,0.38%,0.38%,0.38%,1.10%,6.04%,-2.17%,10.41%,33.02%,23.76%,0.91,0.14,0.71%,0.61%,2.19%,4.78%,9.39%,1.10%,15.89%,-3.33%,34.20%,-3.33%,55.50%,68.67,,11/9/2021,No,No,,0.38%,0.86%,,2.48,0.23,292,2,,15.77,15.91,15.91,15.91,15.97,1.24%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",1.36%,8,16395293,15.96,0.00,-471600.00,-2.80,-471600.00,-2.80,578900.00,3.66,-5823800.00,-26.21,31.64,,,,3.49,"U.S. equity ETFs tactical factor-rotation SP500"
7324,"RHTX","RH Tactical Outlook ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.44%,7.93%,8.11%,13.51%,23.90%,19.51%,0.82,0.14,0.09%,0.27%,2.60%,4.73%,11.99%,0.00%,11.72%,0.00%,28.25%,-6.78%,49.03%,64.51,,11/9/2021,No,No,,0.00%,0.00%,,1.34,0.00,0,0,,16.38,16.38,16.38,16.38,16.38,0.00%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",1.38%,6,9916917,16.43,-0.00,0.00,0.00,-146800.00,-1.46,-454000.00,-4.38,-10149400.00,-50.58,25.99,,,,0.90,"U.S. equity fixed-income ETFs tactical"
7325,"RICK","RCI Hospitality Holdings Inc","RUT","Consumer Cyclical","Restaurants","USA",392.58,83.42,10.44,2.09,1.32,1.47,11.23,17.53,29.70,3.88,0.25,0.57%,7.66%,0.52,0.37,-86.53%,533.33%,7.84%,40.00%,16.87%,-1.14%,-158.54%,297.62,4.96,66.67%,0.93%,9.40,8.26,87.87%,8.16%,-0.48%,50.95%,8.21%,10.35%,9.98,0.86,0.81%,1.79%,0.95%,0.90,0.82,0.92,1.04,52.65%,19.26%,1.67%,-0.03%,-0.03%,0.07%,0.24%,0.07%,0.07%,0.55%,0.53%,1.66%,3.02%,5.11%,-1.82%,-8.13%,-14.34%,-16.39%,-34.17%,1.56,1.44,2.64%,3.30%,0.47%,-0.95%,-13.08%,-17.14%,10.18%,-37.15%,15.98%,-55.24%,8624.00%,52.19,8/8/2024 4:30:00 PM,10/13/1995,Yes,Yes,3778,3.78%,-0.02%,1.00,85.67,0.59,25768,681,98.00,42.04,42.03,43.54,42.03,43.62,3.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7326,"RIET","Hoya Capital High Dividend Yield ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.03,9.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,-0.00%,0.04%,0.04%,0.04%,0.10%,0.09%,0.51%,0.91%,1.74%,-1.95%,1.74%,15.50%,17.33%,0.91%,1.17,0.12,0.86%,1.02%,-0.00%,1.75%,6.68%,-3.48%,9.20%,-3.48%,26.56%,-40.92%,26.56%,55.44,,9/22/2021,Yes,Yes,,1.09%,-0.45%,,67.41,0.67,22815,161,,11.03,10.98,11.10,10.95,11.10,0.63%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Real Estate","US","Passive",0.50%,102,91585728,11.01,0.01,2792890.00,3.15,13891092.00,17.88,34230382.00,59.68,42340855.00,85.98,27.00,-1.59,,,-2.21,"U.S. equity dividend high-yield real-estate"
7327,"RIG","Transocean Ltd","RUT","Energy","Oil & Gas Drilling","Switzerland",3563.16,,14.82,,1.16,0.33,4.07,,12.23,1.00,,,,-0.46,-0.04,86.18%,307.11%,21.86%,,-0.59%,18.11%,31.13%,3078.00,-349.00,-40.85%,-0.12%,809.03,717.05,88.63%,18.09%,11.63%,69.69%,19.94%,22.28%,8.31,159.76,-1.72%,-3.31%,-2.00%,1.36,1.08,0.63,0.68,5.95%,-0.71%,-11.34%,0.13%,0.03%,0.00%,0.00%,0.37%,0.37%,0.62%,0.49%,1.62%,-0.49%,-6.00%,-8.33%,-27.19%,-31.13%,-47.21%,-35.91%,2.79,0.21,3.45%,4.35%,-7.44%,-11.33%,-23.71%,-23.57%,5.71%,-47.21%,5.71%,-97.50%,526.15%,38.14,7/31/2024 4:30:00 PM,5/28/1993,Yes,Yes,5800,0.25%,-4.25%,2.53,19227.32,1.20,11709073,11332,6.48,4.24,4.06,4.07,3.98,4.07,-4.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7328,"RIGL","Rigel Pharmaceuticals","RUT","Healthcare","Biotechnology","USA",268.95,,23.99,,2.06,,5.48,,-1.70,2.79,,,,-0.81,0.06,75.02%,282.29%,19.96%,,26.32%,37.03%,84.55%,130.30,-14.23,79.46%,10.24%,17.48,17.25,98.68%,1.98%,0.00%,59.20%,-9.30%,2.69%,3.39,0.46,-11.59%,,-47.79%,1.62,1.44,,,92.41%,-6.92%,-10.92%,0.00%,-0.20%,-0.20%,-0.20%,-0.07%,-0.36%,0.13%,1.46%,4.72%,1.26%,-2.61%,11.20%,47.73%,34.12%,62.62%,5.45%,0.93,0.76,3.96%,5.40%,-0.73%,11.83%,26.33%,-11.03%,77.58%,-11.62%,114.75%,-98.67%,138.91%,55.05,8/6/2024 4:30:00 PM,11/29/2000,Yes,Yes,147,-0.75%,1.88%,2.33,136.88,0.68,46952,547,25.92,15.12,15.40,15.39,14.58,15.29,1.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7329,"RIGS","RiverFront Strategic Income Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.00,4.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.56%,-0.56%,-0.39%,-0.39%,-0.56%,-0.56%,-0.22%,-1.93%,0.48%,3.21%,4.84%,0.07%,0.27,0.23,0.81%,0.90%,-0.85%,-0.93%,0.97%,-4.57%,3.58%,-4.57%,15.73%,-10.02%,27.15%,42.70,,10/9/2013,No,Yes,,-0.56%,0.13%,,19.94,1.24,12535,36,,23.28,23.31,23.43,23.18,23.18,-0.43%,,,"Bonds - Broad Market","Bonds","Global Bonds",,,"Active",0.47%,92,86989026,23.20,-0.00,-3479565.00,-3.85,-6409857.50,-6.86,-17816625.00,-17.00,-26487762.50,-23.34,10.36,,,2.54,2.69,"Global fixed-income preferred debt"
7330,"RILY","B. Riley Financial Inc","RUT","Financial","Financial Conglomerates","USA",166.20,,,,0.12,0.72,0.05,,7.59,105.36,2.00,36.46%,,-5.00,,,,,,37.63%,-7.75%,-432.61%,1424.99,-152.69,,,29.94,15.55,51.94%,48.67%,0.00%,34.32%,-24.19%,68.79%,3.00,10.70,-2.49%,-47.45%,-6.18%,,,9.82,9.99,54.76%,-0.22%,-10.72%,0.09%,0.00%,-0.09%,0.27%,-0.09%,0.24%,-0.42%,-0.36%,5.48%,3.88%,24.94%,-4.61%,-72.31%,-73.78%,-86.22%,-73.87%,1.27,0.65,9.99%,9.47%,6.88%,-16.26%,-69.77%,-70.43%,34.77%,-87.09%,34.77%,-96.45%,3411.12%,48.53,8/12/2024 8:30:00 AM,8/13/2007,Yes,No,2383,3.88%,-2.58%,,3561.08,0.93,1686219,7290,,5.42,5.28,5.58,5.13,5.49,1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7331,"RIME","Algorhythm Holdings Inc.","-","Technology","Consumer Electronics","USA",4.57,,,,0.14,,3.66,2.10,-0.14,0.13,,,,-2.29,,,,,,,-7.05%,-50.09%,32.58,-9.38,,,9.74,4.75,48.77%,51.26%,-14.74%,2.75%,-33.30%,1.00%,0.01,0.05,,,-287.49%,1.30,0.54,,,20.64%,-25.45%,-28.80%,2.04%,2.04%,-0.11%,-0.11%,-1.94%,-0.11%,-0.09%,2.04%,-0.87%,-4.63%,-12.88%,-28.85%,-44.75%,-40.12%,-49.51%,-53.50%,0.17,0.09,16.70%,16.49%,-10.89%,-14.61%,-46.05%,-48.34%,34.17%,-76.16%,34.17%,-99.95%,34.17%,42.81,8/19/2024 8:30:00 AM,11/11/1994,No,Yes,,-6.08%,-0.62%,1.00,3229.74,0.28,453841,327,4.00,0.50,0.50,0.50,0.44,0.47,-6.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
7332,"RINC","AXS Real Estate Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.40,10.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.27%,0.27%,0.27%,-0.27%,0.67%,0.62%,1.70%,-4.68%,-5.82%,7.20%,1.98%,-8.22%,1.16,0.25,0.80%,0.96%,-1.35%,-1.17%,0.09%,-6.73%,5.75%,-11.44%,13.90%,-11.44%,13.90%,46.50,,8/28/2023,Yes,Yes,,0.62%,0.38%,,3.87,0.73,1432,14,,23.40,23.49,23.51,23.48,23.64,1.00%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Real Estate","US","Passive",0.89%,26,41414606,23.40,0.01,-729261.75,-1.73,-2473119.57,-5.64,-13017232.50,-23.91,-18990058.46,-31.44,8.71,-2.37,0.32,0.17,2.29,"U.S. equity real-estate REITs"
7333,"RINF","ProShares Inflation Expectations ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.65,5.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.18%,-0.18%,-0.22%,-0.22%,0.34%,3.01%,0.38%,-0.69%,-3.37%,4.52%,0.28,0.15,0.47%,0.32%,1.18%,2.24%,1.00%,-0.66%,6.34%,-7.07%,6.34%,-23.15%,58.22%,64.11,,1/12/2012,Yes,Yes,,-0.22%,-0.14%,,4.86,0.09,221,4,,32.99,32.94,32.94,32.94,32.87,-0.37%,,,"Bonds - Inflation protected","Bonds","US Bonds",,"US","Passive",0.30%,7,21812802,33.05,-0.01,-966027.00,-4.24,-4452.00,-0.02,-4849325.00,-18.19,-7851368.00,-26.47,2.11,6.20,8.49,2.32,0.77,"U.S. fixed-income treasuries TIPS inflation"
7334,"RING","iShares MSCI Global Gold Miners ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.47,1.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11%,0.04%,0.05%,0.17%,0.17%,0.01%,0.20%,0.32%,0.56%,-0.83%,4.39%,1.53%,7.79%,28.15%,49.92%,37.17%,0.93,0.72,1.65%,1.96%,1.13%,4.40%,22.73%,-3.50%,21.10%,-3.50%,67.08%,-35.78%,237.85%,57.80,,2/2/2012,Yes,Yes,,0.86%,0.09%,,292.24,0.14,20898,285,,33.40,33.43,33.74,33.30,33.72,0.95%,,,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Materials",,"Passive",0.39%,49,643687024,33.44,0.01,45853729.55,7.67,12383332.70,1.96,28423362.50,4.62,30481307.40,4.97,56.86,11.86,9.87,7.44,-2.07,"Global equity gold gold-miners"
7335,"RIO","Rio Tinto plc ADR","-","Basic Materials","Other Industrial Metals & Mining","United Kingdom",83282.61,10.14,9.49,,1.54,1.95,8.48,10.99,34.15,7.84,4.01,6.03%,69.96%,6.56,,-3.63%,0.34%,-4.80%,-0.42%,7.39%,0.51%,13.35%,53958.47,10709.74,1.42%,-0.87%,1252.47,1252.46,100.00%,0.00%,,10.68%,-2.39%,0.75%,3.18,9.37,10.74%,20.04%,15.65%,1.70,1.16,0.24,0.26,27.26%,27.26%,19.85%,-0.01%,0.01%,0.00%,0.00%,-0.00%,-0.03%,-0.14%,-0.13%,0.16%,0.32%,-0.25%,5.23%,1.10%,1.22%,6.60%,-10.70%,0.68,1.28,1.34%,1.19%,-1.99%,3.09%,-0.08%,-7.75%,12.04%,-11.45%,12.04%,-38.11%,1077.92%,49.08,7/30/2024 4:30:00 PM,6/28/1990,Yes,Yes,57174,-0.05%,-1.73%,1.50,2947.97,1.68,2519912,13202,82.22,67.70,66.53,66.82,66.29,66.49,-1.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
